Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
titanium-skeleton-key,Titanium Skeleton Key,"<p>What started out as a beautifully rendered titanium bead/zipper pull to add to our popular titanium beads turned into something much more brilliant over the course of it's creation. The titanium Skeleton Key has a pry tool and bottle opener at it's end giving it more usability than just having a beautiful appearance with our knowledge in working with titanium. Each one has been individually sharpened as well as ground down along the shaft for a cool ""rock chip"" aesthetic making this a very special and unique little tool. The skull head is laser engraved with a cracked skull design, and the full tool is anodized in a color dip for a contrasting and vibrant pop. </p> <p>Use it as a zipper pull, accessory bead, necklace pendant or even a tool insert for your KeyBar!</p>",KeyBar,,Insert,"All Products, Inserts, All Products > Stocking Stuffers, bottle opener, key organizer insert, KeyBar accessories, keychain, keychain bottle opener, multitool, necklace pendant, pendant, skeleton key, skull key, titanium bead, zipper pull",TRUE,Title,Default Title,,,,,ACS-SKULLKEY,9,shopify,0,deny,manual,32.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/01/Skeleton-Key-for-KeyBar-Front.jpg,1,Titanium Skeleton Key,FALSE,Titanium Skeleton Key,<ul> <li>Made of 100% Titanium</li> <li>Laser Engraved Skull head</li> <li>Pry Bar and Bottle Opener end</li> <li>Hand ground and sharpened</li> <li>Does note fit within the KeyBar JR models; fits <strong>full-sized</strong> KeyBar models only</li> </ul>,,g,active
titanium-skeleton-key,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/01/Photo-Jan-19-2-53-52-PM-scaled.jpg,2,Titanium Skeleton Key - Image 2,,,,,,
titanium-skeleton-key,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/01/Photo-Jan-19-2-53-09-PM-scaled.jpg,3,Titanium Skeleton Key - Image 3,,,,,,
titanium-skeleton-key,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/01/Skeleton-Key-for-KeyBar-Lifestyle-scaled.jpg,4,Titanium Skeleton Key - Image 4,,,,,,
titanium-skeleton-key,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/01/Skeleton-Key-for-KeyBar-Black.jpg,5,Titanium Skeleton Key - Image 5,,,,,,
titanium-skeleton-key,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/01/Skeleton-Key-for-KeyBar-Front.jpg,6,Titanium Skeleton Key - Image 6,,,,,,
titanium-skeleton-key,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/01/Skeleton-Key-for-KeyBar-Back.jpg,7,Titanium Skeleton Key - Image 7,,,,,,
engraverhand-edition-20-brass-keybar,Engraverhand Edition 2.0 Brass KeyBar,"<p>Status, class, and elegance. All words that can describe the appeal of the EngraverHand Edition Brass KeyBar. It features an elegant filigree deep engraving on both sidesthat strongly emphasizes the distinct taste of the artist and craftsman. Each one is individually wet sanded and polished after going through the laser engraving process. ⁠Made of solid brass and included with our Deep Carry 3.0 pocket clip, it's a stunner to say the least.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a removable deep carry 3.0 titanium pocket clip in the color of your choice.</li> <li>Comes with Stainless Steel Screws</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons:</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, brass, Custom key organizer, deep engraved, edc key organizer, engraverhand, filigree, hand engraved, laser engraved key holder, patina, scroll pattern, solid brass",TRUE,Title,Default Title,,,,,BRKB-ENGHND,131,shopify,0,deny,manual,174.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/03/Brass-Engraverhand-KeyBar-Main-Image-Updated.jpg,1,Engraverhand Edition 2.0 Brass KeyBar,FALSE,Engraverhand Edition 2.0 Brass KeyBar,<ul> <li>Laser engraved with custom design</li> <li>Includes 3.0 Deep Carry Titanium Pocket Clip</li> <li>Astounding detail</li> <li><strong>Made to order; these KeyBars go through an extensive process and will ship within 3-5 days</strong></li> </ul>,,g,active
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/DSC_7900-1-scaled.jpg,2,Engraverhand Edition 2.0 Brass KeyBar - Image 2,,,,,,
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/DSC_7901-1-scaled.jpg,3,Engraverhand Edition 2.0 Brass KeyBar - Image 3,,,,,,
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Mar-25-9-46-08-AM-scaled.jpg,4,Engraverhand Edition 2.0 Brass KeyBar - Image 4,,,,,,
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Mar-25-9-12-14-AM-scaled.jpg,5,Engraverhand Edition 2.0 Brass KeyBar - Image 5,,,,,,
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Mar-25-9-29-29-AM-scaled.jpg,6,Engraverhand Edition 2.0 Brass KeyBar - Image 6,,,,,,
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Oct-20-2022-9-02-10-AM-scaled.jpg,7,Engraverhand Edition 2.0 Brass KeyBar - Image 7,,,,,,
engraverhand-edition-20-brass-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Oct-20-2022-9-00-03-AM-scaled.jpg,8,Engraverhand Edition 2.0 Brass KeyBar - Image 8,,,,,,
engraverhand-edition-20-aluminum-keybar,Engraverhand Edition 2.0 Aluminum KeyBar,"<p>Status, class, and elegance. All words that can describe the appeal of the EngraverHand Edition 2.0 Aluminum KeyBar. It features an elegant filigree deep engraving on both sides that strongly emphasizes the distinct taste of the artist and craftsman. Each one is individually wet sanded and polished after going through the laser engraving process. Made of high-grade aluminum and included with a special Deep Carry 3.0 pocket clip with a satin finish, it's a stunner to say the least.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a removable deep carry 3.0 satin titanium pocket clip</li> <li>Comes with Stainless Steel Screws</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons:</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, aluminum, Custom key organizer, deep engraved, edc key organizer, engraverhand, filigree, hand engraved, laser engraved key holder, scroll pattern",TRUE,Title,Default Title,,,,,AKB-ENGHND-2.0,77,shopify,0,deny,manual,106.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/03/Aluminum-EngraverHand-2.0-KeyBar.jpg,1,Engraverhand Edition 2.0 Aluminum KeyBar,FALSE,Engraverhand Edition 2.0 Aluminum KeyBar,"<ul> <li>Laser engraved with custom design</li> <li>Deep Carry 3.0 Satin Titanium Pocket Clip included, unless colored clip is selected<br /> <ul> <li>(Clip photos shown feature the 2.0; photos will be updated soon)</li> </ul> </li> <li>Awesome detail</li> <li><strong>Made to order; these KeyBars go through an extensiv",,g,active
engraverhand-edition-20-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Mar-25-1-20-54-PM-scaled.jpg,2,Engraverhand Edition 2.0 Aluminum KeyBar - Image 2,,,,,,
engraverhand-edition-20-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Mar-25-1-19-01-PM-scaled.jpg,3,Engraverhand Edition 2.0 Aluminum KeyBar - Image 3,,,,,,
engraverhand-edition-20-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/03/Photo-Mar-25-1-12-27-PM-scaled.jpg,4,Engraverhand Edition 2.0 Aluminum KeyBar - Image 4,,,,,,
crystalized-slayer-titanium-keybar,Crystalized Slayer Titanium KeyBar,"The Slayer Titanium KeyBar is one of our most popular designs. With it's CNC cut groves, it makes for an extremely unique and appealing key organizer. Of course, there's always room for extra customization even with the best of the best. The Crystalized Slayer features a mesmerizing laser anodized geometrical pattern that makes the eyes wonder and appreciate the complexity of the laser work and just how it manages to create such a rainbow of colors within the design. <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a removable titanium pocket clip</li> <li>Comes with Heat Colored Screws</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> Use the following dimensions to find out: <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <strong>Add-Ons</strong> <a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a> <a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, anodized, crystal, KeyBar Slayer Model With Titanium, laser anodized, laser engraved, multicolor, Slayer KeyBar, titanium KeyBar",TRUE,Title,Default Title,,,,,CRSTL-SLYR-TKB,86,shopify,0,deny,manual,109.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/04/Updated-Crystalized-Slayer-Titanium-KeyBar.jpg,1,Crystalized Slayer Titanium KeyBar,FALSE,Crystalized Slayer Titanium KeyBar,<ul> <li>Updated geometrical pattern</li> <li>Laser anodized</li> <li>CNC milled titanium</li> <li>Includes standard titanium pocket clip</li> <li>Accommodates up to 12 keys/inserts with included screws</li> </ul>,,g,active
crystalized-slayer-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/04/Updated-Crystalized-Slayer-Titanium-KeyBar-Back-Angle-Lifestyle.jpg,2,Crystalized Slayer Titanium KeyBar - Image 2,,,,,,
crystalized-slayer-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/04/Updated-Crystalized-Slayer-Titanium-KeyBar-Front-Lifestyle.jpg,3,Crystalized Slayer Titanium KeyBar - Image 3,,,,,,
crystalized-slayer-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/04/Updated-Crystalized-Slayer-Titanium-KeyBar-Back-Lifestyle.jpg,4,Crystalized Slayer Titanium KeyBar - Image 4,,,,,,
black-gray-flag-aluminum-keybar,Black & Gray Flag Aluminum KeyBar,"The American Black and Grey Flag KeyBar features a distressed black and gray American Flag pattern printed on our aircraft-grade aluminum KeyBars using our new UV printing process. The coloring is extremely rugged and durable, standing up to some of our most extreme torture tests. The KeyBar is the solution for those who want a more compact everyday carry. Comes with standard titanium pocket clip that can be upgraded at an additional cost. <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom KeyBar with a regular titanium pocket clip</li> <li>Comes with Heat Colored Stainless Steel Screws</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> Use the following dimensions to find out: <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <strong>Add-Ons</strong> <a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a> <a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, All Products > Most Popular, aluminum, aluminum key organizer, american flag, black and grey, distressed flag, edc, gray, key holder, Keybar, uv print",TRUE,Title,Default Title,,,,,AKB-BGAMFLG,77,shopify,0,deny,manual,51.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/07/Black-and-Gray-Flag-Aluminum-KeyBar-Updated.jpg,1,Black & Gray Flag Aluminum KeyBar,FALSE,Black & Gray Flag Aluminum KeyBar,<ul> <li>UV printed distressed black and gray American Flag pattern</li> <li>Tough and durable coating</li> <li>Regular Titanium Pocket Clip Included</li> </ul>,,g,active
black-gray-flag-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/07/Photo-Nov-04-2022-10-26-05-AM-scaled.jpg,2,Black & Gray Flag Aluminum KeyBar - Image 2,,,,,,
black-gray-flag-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/11/UV-Flag-Black-TowHitch.jpg,3,Black & Gray Flag Aluminum KeyBar - Image 3,,,,,,
black-gray-flag-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/11/UV-Flag-Black.jpg,4,Black & Gray Flag Aluminum KeyBar - Image 4,,,,,,
new-bottle-bomber-tool-insert,New Bottle Bomber Tool Insert,<p>The 6Al-4v Titanium bottle opener was specially designed for our new Cam Lock. Bottle opener features a flathead screwdriver / light pry bar. </p> <p>Made in Savannah GA </p>,KeyBar,,Insert,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,HDL-BB,4,shopify,46,deny,manual,17.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-Bottle-Bomber-Main.jpg,1,New Bottle Bomber Tool Insert,FALSE,New Bottle Bomber Tool Insert,"<p>Our 5 newly updated tool inserts are designed to work with a lock for extra security when in use. For Full Size KeyBars, the lock needs two of the new tools; the JR Size only uses one tool per lock. For a full size KeyBar, you’ll receive the Bottle Bomber tool insert, the second tool insert you select below, plus th",,g,active
new-bottle-bomber-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Bottle-Bomber-Insert-1.jpg,2,New Bottle Bomber Tool Insert - Image 2,,,,,,
new-bottle-bomber-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Bottle-Bomber-Insert-2.jpg,3,New Bottle Bomber Tool Insert - Image 3,,,,,,
new-bottle-bomber-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/Photo-Oct-06-2022-1-56-27-PM.jpg,4,New Bottle Bomber Tool Insert - Image 4,,,,,,
new-mini-utility-tool-insert,New Mini Utility Tool Insert,"<p>The Mini Utility tool with titanium body and steel blades. Tool includes ten replacement blades. Replacement mini utility blades are available at Harbor Freight. Blade can be removed without having to disassemble your KeyBar.</p> <p>Blade Installation Instructions</p> <p>To install the blade, open the tension plate all the way to expose the pocket. Drop the razor blade into place, making sure it is flat in the pocket so that it is secure. Close tension plate. Mini Utility Tool Insert is ready for use.</p> <p>Disclaimer:</p> <p>The KeyBar Mini Utility Tool Insert is intended for use with your KeyBar product. The Mini Utility Tool Insert is, of course, very sharp and could cause bodily injury if not handled carefully. Users of the KeyBar Mini Utility Tool Insert should take special care to ensure that the blade insert itself is not left exposed when not in use, and that it is folded fully into the closed position. Never use the Mini Utility Tool Insert while otherwise occupied or distracted, such as when operating a motor vehicle. Users of the Mini Utility Tool Insert should also use extreme caution when using the Mini Utility Tool Insert, as there is the potential for bodily injury. The Mini Utility Tool Insert is not a toy, and is likewise not intended to be used as a hunting, or similar knife, and will not withstand forces necessary to cut through thick or solid materials. The Mini Utility Tool Insert is not a replacement for ordinary, or everyday knives, but is only intended for very light use. KeyBar, LLC is not responsible for any injury caused by misuse of the Mini Utility Tool Insert or negligence on the part of its owner or user.</p>",KeyBar,,Insert,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,ACS-MUT2,13,shopify,7,deny,manual,24.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-MUT-Main.jpg,1,New Mini Utility Tool Insert,FALSE,New Mini Utility Tool Insert,"<p>Our 5 newly updated tool inserts are designed to work with a lock for extra security when in use. For Full Size KeyBars, the lock needs two of the new tools; the JR Size only uses one tool per lock. For a full size KeyBar, you’ll receive the Mini Utility Tool (MUT) tool insert, the second tool insert you select belo",,g,active
new-mini-utility-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-MUT-Insert-2.jpg,2,New Mini Utility Tool Insert - Image 2,,,,,,
new-mini-utility-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-MUT-Insert-1.jpg,3,New Mini Utility Tool Insert - Image 3,,,,,,
new-mini-utility-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/Photo-Oct-07-2022-11-11-30-AM-scaled.jpg,4,New Mini Utility Tool Insert - Image 4,,,,,,
new-mini-utility-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-MUT-Insert-3.jpg,5,New Mini Utility Tool Insert - Image 5,,,,,,
new-phillips-screwdriver-tool-insert,New Phillips Screwdriver Tool Insert,<p>Lightweight 6AL-4V Titanium #2 phillips head screwdriver tool.</p>,KeyBar,,Insert,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,ACS-PHLPSSD2,4,shopify,48,deny,manual,21.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-Phillips-Head-Main.jpg,1,New Phillips Screwdriver Tool Insert,FALSE,New Phillips Screwdriver Tool Insert,"<p>Our 5 newly updated tool inserts are designed to work with a lock for extra security when in use. For Full Size KeyBars, the lock needs two of the new tools; the JR Size only uses one tool per lock. For a full size KeyBar, you’ll receive the Phillips Head Screwdriver tool insert, the second tool insert you select be",,g,active
new-phillips-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Phillips-Head-Insert-1.jpg,2,New Phillips Screwdriver Tool Insert - Image 2,,,,,,
new-phillips-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Phillips-Head-Insert-2.jpg,3,New Phillips Screwdriver Tool Insert - Image 3,,,,,,
new-phillips-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Phillips-Head-Colors-scaled.jpg,4,New Phillips Screwdriver Tool Insert - Image 4,,,,,,
new-flathead-screwdriver-tool-insert,New Flathead Screwdriver Tool Insert,<p>Grade 5 titanium pry bar specially designed for the KeyBar that doubles as a flat head screwdriver.</p>,KeyBar,,Insert,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,ACS-FLTHDSD2,4,shopify,49,deny,manual,21.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-Flat-Head-Main.jpg,1,New Flathead Screwdriver Tool Insert,FALSE,New Flathead Screwdriver Tool Insert,"<p>Our 5 newly updated tool inserts are designed to work with a lock for extra security when in use. For Full Size KeyBars, the lock needs two of the new tools; the JR Size only uses one tool per lock. For a full size KeyBar, you’ll receive the Flathead/Pry tool insert, the second tool insert you select below, plus the",,g,active
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/New-Flat-head-Deployment.jpg,2,New Flathead Screwdriver Tool Insert - Image 2,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Flat-Head-Insert-2.jpg,3,New Flathead Screwdriver Tool Insert - Image 3,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Flat-Head-Insert-1.jpg,4,New Flathead Screwdriver Tool Insert - Image 4,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/Full-and-JR-Lock.jpg,5,New Flathead Screwdriver Tool Insert - Image 5,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/09/Photo-Oct-07-2022-11-32-41-AM-scaled.jpg,6,New Flathead Screwdriver Tool Insert - Image 6,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-Flat-head-in-KeyBar.jpg,7,New Flathead Screwdriver Tool Insert - Image 7,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-flat-head-in-KeyBar-JR.jpg,8,New Flathead Screwdriver Tool Insert - Image 8,,,,,,
new-flathead-screwdriver-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/NEW-Scredriver-Bundle-in-Full-Szie-KeyBar.jpg,9,New Flathead Screwdriver Tool Insert - Image 9,,,,,,
can-opener-tool-insert,Can Opener Tool Insert,,KeyBar,,Insert,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,ACS-CANOPNR,4,shopify,'-2,continue,manual,19.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/09/NEW-Can-Opener-Main.jpg,1,Can Opener Tool Insert,FALSE,Can Opener Tool Insert,"Our 5 newly updated tool inserts are designed to work with a lock for extra security when in use. For Full Size KeyBars, the lock needs two of the new tools; the JR Size only uses one tool per lock. For a full size KeyBar, you'll receive the can opener tool insert, the second tool insert you select below, plus the full",,g,active
full-size-cam-lock,Full Size Cam Lock,,KeyBar,,Gear,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,ACS-LOCK-FULL,4,shopify,45,deny,manual,0,,TRUE,TRUE,,,,,FALSE,Full Size Cam Lock,,,g,active
